Unnamed: 0,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,Operating Income,Interest Expense,Net Income,EPS,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,Net Profit Margin,Cash and cash equivalents,Short-term investments,Total debt,Retained earnings (deficit),Net Debt,Operating Cash Flow,Capital Expenditure,Dividend payments,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,grossProfitMargin,operatingProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,assetTurnover,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Dividend Yield,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Invested Capital,ROE,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Dividends per Share Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Asset Growth,Debt Growth,Sector,2015 PRICE VAR [%],Class,2016 PRICE VAR [%],2017 PRICE VAR [%],2018 PRICE VAR [%],2019 PRICE VAR [%]
WIT,7254138478,0.0529,4935905788,2318232690,1436482085,48291990.31,1302380356,0.1989,0.0009,0.3196,0.0044,0.2382,0.003,0.1383,1913705838,0.1795,1907642195,1072713606,861805729.6,5261037334,,1134168546,-130660653.1,-388758038.9,1003507893,0.0793,,,33.6853,0.7301,14.4737,0,0,,1.09205335,0,0.238234827,0.319573813,1,0.179536186,0.0059,0.227,0.2367,0.775274195,0.864554135,0.0435,2.226518891,0.83877578,0.1027,0.1502,0.030780908,0.130582575,35.7862,1.31603737,1.462315756,621.0978,12.285,1044.6705,0.0044,0.156347794,0.884796088,3972.5397,713.2146,621.0978,12.285,3142.2078,471.9454,38094280000,,33.6853,0.1013,14.4737,0.7301,,,,,,0.0297,0.0567,0.1502,0.1027,,0.0435,35.7862,0.0001,0.1152,0.018,-0.7043,0.0012,,0.2367,0.0059,2.18534E+11,7298855759,3978702080,0.227,0.1086,0.092,0.1586,0.0661,0.0653,0.0644,0.125,-0.0957,0.2544,0.1451,0.2868,0.2334,0.1698,0.3077,0.2605,0.1856,0.2515,0.254,0.2215,0.2405,0,0.1761,-0.2789,0.0365,-0.2664,Technology,3.46007824,1,-12.90195235,15.15721545,-9.894534963,-26.42583209
HQY,62015000,0.3456,29213000,32802000,11524000,0,-7132000,-1.26,0,0.5289,0.021,-0.0482,-0.115,0.2028,1279000,-0.115,13917000,0,0,-23170000,-13917000,18015000,-5439000,-694000,12576000,0.0239,13.401,0,0,16.631,53.8456,0,,,10.88115715,,-0.048230267,0.528936548,1,-0.115004434,-0.437,0.5613,0,,1.125703394,2.519,2.08102662,1.475978365,0,0,,,0,,,3.1879,1.834,2.4627,0,0.290494235,0.698084929,10.9742,-1.2621,3.1879,1.834,-2.2485,0,872891448,852005448,0,11.8711,53.8456,16.631,13.401,11.587,174.6629,52.5572,98.9668,-0.0426,0.0099,0,0,-10.8812,2.519,0,0,0.3019,0.0877,-1.2738,0.0009,0,0,-0.437,14327000,25748000,2402000,0.5613,0.36,-1.438,0.6249,-1.6386,-2.5556,-6.04,0,0.3922,,,,,,,,,,,,,,,,0.1898,-1,Technology,1.497971338,1,62.27473597,16.09853556,28.36238425,25.30874459
GRUB,253873000,0.8512,62509000,191364000,44984000,0,24263000,0.33,0,0.7538,0.267,0.1772,0.094,0.2593,67671000,0.0956,201796000,111341000,0,80823000,-313137000,72904000,-7084000,0,65820000,0.1058,3.8466,18.1394,110.0606,40.5971,40.6149,36.65229233,110.1305989,0,42.46863088,3.467907107,0.177190958,0.753778464,1,0.095571408,0.0943,0.0315,0.0507,0.539369554,0.259351277,3.173,3.146380794,1.817900095,0,0,0,0,0,,1.270407594,0.9909,0.8946,2.7429,0,0.287167206,0.90283112,3.4507,0.3298,0.9909,0.8946,10.4732,0,2960990615,2647853615,110.0606,11.6633,40.6149,40.5971,3.8466,10.4298,39.1283,36.3197,40.2287,0.0091,0.0222,0,0,-4.6273,3.173,0,0,0.0972,0.0279,-0.3122,0.037,8.373,0.0507,0.0943,241199000,371750000,58949000,0.0315,0.8584,2.0213,2.0213,3.2198,1.3571,1.5,0,0.9475,,,0.2126,,,-0.0111,,,-0.1211,,,,,,0,0.2832,0,Technology,-33.82553742,0,59.27179338,93.73988233,7.788373921,-35.54200904
NTCT,396647000,0.1315,84513000,312134000,78014000,768000,49106000,1.19,0,0.7869,0.244,0.1982,0.124,0.2468,96884000,0.1238,102076000,75234000,0,250567000,-177310000,110946000,-13066000,0,97880000,0.1142,3.7853,10.5215,31.5798,15.882,13.9991,0,0,,1.05358986,0,0.198221592,0.786931453,1,0.123802777,0.3535,0.12,0.1823,0.630728524,0.652634333,1.711,1.459389804,0.626371469,0,0,0,0,102.375,,1.485388392,2.6821,2.01,2.4676,0,0.279709666,0.882230995,9.5887,1.1871,2.6821,2.01,9.8912,0,1553146601,1375836601,31.5798,3.9157,13.9991,15.882,3.7853,3.4687,14.2009,12.401,14.0564,0.0317,0.063,0,0,-1.8301,1.711,102.375,0,0.1178,0.0329,-0.7156,0.0326,16.3041,0.1823,0.3535,115798000,345804000,80764000,0.12,0.1287,0.2091,0.209,0.2092,0.2268,0.2188,0,0.1688,0.1499,0.0711,0.1155,0.3,0.1891,0.1885,0,0.1843,0.1024,0.1018,0.1151,0.0919,0,0,0,0.1007,0,Technology,-15.21678669,0,4.235607928,-4.992195046,-24.62520296,1.732881868
TTWO,2350568000,0.9354,1414327000,936241000,415256000,33553000,361605000,3.79,0,0.3983,0.18,0.1743,0.154,0.2852,422976000,0.1538,1129239000,0,454031000,120775000,-675208000,700262000,-29813000,0,670449000,0.3141,2.6807,6.2433,5.7863,3.206,3.0695,0,0,,3.743167461,0,0.174262987,0.398304155,1,0.153837285,0.3739,0.451,1.3271,0.961551757,1.306139595,2.947,2.490168906,2.378246493,0.2523,0.5663,0.361536569,0.361536569,12.2081,1.542322,2.244470608,7.1445,-0.233,11.5212,0,0.297911824,0.957425935,23.9821,3.6893,7.1445,-0.233,8.1806,4.6323,2149438467,1474230467,5.7863,0.9144,3.0695,3.206,2.6807,0.6272,3.4854,2.1053,2.1989,0.1728,0.3119,0.5663,0.2523,-1.5963,2.947,12.2081,0,0.0426,0.0127,-2.2317,0.0332,26.4128,1.3271,0.3739,924620000,1342103000,192075000,0.451,0.8776,58.2789,78.2625,13.2615,12.1471,10.4118,0,32.3484,0.0362,0.2132,0.2174,0.3708,0,0.655,0.1483,0,0.8673,-0.0145,0.0286,0.0438,0,0,0,0.4083,0.3545,Technology,23.98576398,1,44.24935194,123.0394069,-8.805807099,17.70983347
KLAC,2929408000,0.0305,1232962000,1696446000,788273000,53812000,582755000,3.51,1.8,0.5791,0.297,0.2691,0.199,0.2428,871345000,0.1989,630861000,2521776000,745101000,2479113000,-2407536000,778886000,-67502000,-298871000,711384000,0.1999,3.2765,3.6363,20.6952,16.952,15.4652,10.79368513,14.42638886,0.035550043,11.22748422,2.291157672,0.269089523,0.579108817,1,0.198932685,0.1449,0.1588,0.3312,0.793445806,0.52917079,5.121,4.070405567,0.70439175,0.1346,0.2031,0.16878694,0.16878694,14.6486,1.045342846,1.508673753,4.6916,5.049,3.8,0.513,0.265885121,0.913335199,17.6453,3.5102,4.6916,5.049,22.1024,4.4881,12045664926,9638128926,20.6952,4.112,15.4652,16.952,3.2765,3.2901,11.0612,12.3742,13.5484,0.0483,0.0591,0.2031,0.1346,-2.763,5.121,14.6486,0.0248,0.0867,0.023,-0.8126,0.0138,41.8435,0.3312,0.1449,3690484000,5172794000,4391423000,0.1588,0.0568,0.0584,0.0584,0.0729,0.0734,0.081,0.125,-0.1517,0.0868,0.1459,-0.0241,0.1009,0.3249,-0.0158,0.1241,0,-0.0959,0.0507,0.1149,0.0892,0,0.2457,0.2164,0.047,-0.003,Technology,2.073555583,1,18.07003085,35.54718393,-13.36355242,100.8014656
GOOG,66001000000,,25691000000,40310000000,16496000000,101000000,14444000000,21.37,,0.610748322,0.338464569,0.270844381,0.218845169,,22339000000,0.218845169,18347000000,46048000000,2992000000,75706000000,-13356000000,22376000000,-15847000000,,6529000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology,44.99789795,1,4.041299928,33.10606316,-2.759625789,27.84051735
PAYC,150929000,0.4027,27318000,123611000,15700000,3421000,5663000,0.11,0,0.819,0.134,0.0866,0.038,0.0534,20239000,0.0375,25515000,0,26978000,5663000,1463000,22337000,-14270000,0,8067000,-0.0011,18.4733,79.8444,239.3636,162.4912,60.2494,58.6836538,231.4703823,0,67.31828523,17.68076796,0.086643389,0.819000987,1,0.037520954,0.0927,0.0764,0.1043,0.586474731,0.189253377,1.019,0.041706199,0.037589942,0.0338,0.3639,0.260549965,0.266802484,3.8226,0.827970939,10.75692627,0.4487,0.162,0.5125,0,0.14799674,0.361149662,3.0317,0.1138,0.4487,0.162,1.4892,0.5419,1345790256,1347253256,239.3636,8.9167,60.2494,162.4912,18.4733,8.9264,66.5672,60.3149,167.008,0.0042,0.006,0.3639,0.0338,0.0723,1.019,3.8226,0,0.6389,0.0945,-1.9925,0.0047,1.878,0.1043,0.0927,13176000,740512000,63203000,0.0764,0.4256,0.2262,0.6575,8.4226,10,10,0,121.2273,,,0.3317,,,0.3007,,,0.7883,,,,,,0,0.3858,-0.6709,Technology,44.39755119,1,26.46650024,72.86421287,52.22525265,121.1863129
QRVO,1148231000,0.1909,743304000,404927000,27341000,5983000,12642000,0.18,0,0.3527,0.091,0.026,0.011,0.058,104192000,0.011,171898000,72067000,87263000,-607266000,-156702000,130849000,-64254000,0,66595000,8.4291,5.7167,6.7799,26.8702,34.3153,0.177,0,0,,1.649819564,0,0.026001737,0.352652907,1,0.01100998,0.0246,0.0187,0.0314,0.529552214,1.247654056,2.443,1.793688316,0.781450451,0.0948,0.129,0,0.114276323,4.9901,1.499478588,1.360701766,1.856,0.251,2.4383,0,0.113957035,0.508945426,16.2872,0.1793,1.856,0.251,9.5938,1.2378,35200000,-261503000,26.8702,0.0264,0.177,34.3153,5.7167,-0.1963,0,-1.3153,-1.7527,0.0372,4.2385,0.129,0.0948,-1.504,2.443,4.9901,0,0.4911,0.056,-0.8644,0.026,26.9438,0.0314,0.0246,317445000,761421000,456813000,0.0187,0.3241,2.5416,2.7437,1.2385,1.2368,1.2368,0,2.815,,,,,,,,,,,,,,,,,,Technology,-27.69886304,0,3.962930349,25.89791409,-11.83216904,89.98039029
DOX,3563637000,0.0651,2306892000,1256745000,495648000,6098000,422122000,2.65,0.595,0.3527,0.185,0.1391,0.118,0.1677,658420000,0.1185,1424465000,0,210000000,3503829000,,709258000,-111569000,-90939000,597689000,0.0602,,,17.3132,12.2061,16.486,9.650647225,16.21521444,0.013285854,12.55925359,2.015644675,0.139084873,0.352657973,1,0.118452581,0.2791,0.1243,0.1118,0.862265346,0.687260681,2.019,1.782475409,1.186315685,0.0405,0.0618,0,0.058238922,81.2804,3.377419048,1.526951537,4.4604,3.7588,8.9582,0.225,0.199026444,0.84269617,22.4111,2.6547,4.4604,3.7588,21.3558,1.3207,9327150000,,17.3132,2.0607,16.486,12.2061,,,,,,0.0578,0.0355,0.0618,0.0405,,2.019,81.2804,0.013,0.1573,0.0313,-0.6854,0.0114,,0.1118,0.2791,1223227000,3078825000,663613000,0.1243,0.0661,0.0293,0.0293,0.0235,0.0352,0.0356,0.1442,0.0601,0.1018,0.0982,0.0931,0.1046,0.1188,0.1555,0.0896,0.1068,0.1236,0.1193,0.0628,0.0937,0,0,0,0.0527,0.05,Technology,18.77461898,1,8.872721829,14.08600637,-10.08438309,26.22116204
NUAN,1923451000,0.0367,842506000,1080945000,-21363000,132675000,-150343000,-0.47,0,0.562,0.104,-0.0116,-0.078,0.1549,199431000,-0.0782,547230000,40974000,2132226000,-530563000,1544022000,358147000,-60287000,0,297860000,-0.362,1.6481,0,0,14.2056,11.9081,13.64123793,,0,37.90880274,1.892170247,-0.01161714,0.561982083,1,-0.078163156,-0.2106,-0.0582,-0.0029,,0.330473736,1.814,1.583264409,0.852371228,0.3663,0.8258,0.451734664,0.45229686,-0.1684,0.167968592,2.254183592,1.13,0.9398,1.7266,0,0.18620022,0.831669678,6.0689,-0.4744,1.13,0.9398,8.1467,6.7276,4264853589,5808875589,0,2.2173,11.9081,14.2056,1.6481,3.02,29.1272,16.2192,19.502,-0.0352,0.0698,0.8258,0.3663,7.7421,1.814,-0.1684,0,0.1683,0.0313,-0.2718,0.1003,0,-0.0029,-0.2106,522491000,1493908000,2436895000,-0.0582,-0.0071,-1.5438,-1.4406,-0.3046,-0.2703,-0.2703,0,-0.1224,0.1339,0.1013,0.1163,0.3279,0.0207,-0.015,0,0,0,0.0773,0.0023,-0.0041,0,0,0,-0.0232,-0.0943,Technology,40.66478504,1,-24.21159708,8.637870763,-20.39711438,53.3406553
TEL,11973000000,0.0512,8001000000,3972000000,1805000000,127000000,1781000000,4.34,8.08,0.3317,0.218,0.1716,0.149,0.1317,2605000000,0.1488,2457000000,0,3858000000,4253000000,1401000000,2083000000,-506000000,-443000000,1577000000,-0.0582,2.6766,5.7482,13.5484,15.2873,11.5529,10.50351896,12.28457608,0.020247883,10.60147025,2.429091817,0.17155266,0.331746429,1,0.148751357,0.2282,0.1977,0.079,0.924234561,0.594134577,2.224,1.39018282,0.615326822,0.1914,0.4283,0.267008464,0.299883405,16.1732,0.539917055,2.237370934,5.0805,3.557,5.9927,1.862,0.173974777,0.757081133,29.2024,4.3439,5.0805,3.557,21.9683,9.4098,24064740840,25465740840,13.5484,2.0099,11.5529,15.2873,2.6766,2.1269,9.7757,12.2255,16.1482,0.0738,0.0655,0.4283,0.1914,0.5378,2.224,16.1732,0.1374,0.2429,0.0423,-0.9183,0.0064,46.316,0.079,0.2282,4886000000,15339000000,12747000000,0.1977,0.0879,0.5328,0.3032,0.3958,0.423,0.4139,7.7826,0.0605,,0.055,-0.0245,,0.119,0.0775,,0,0.1518,,0.0759,0.0879,,0.6605,1.2819,0.0916,0.28,Technology,4.314173566,1,11.80084085,40.52540825,-18.79500934,30.03584646
EA,3575000000,-0.0585,1347000000,2228000000,33000000,0,8000000,0.03,0,0.6232,0.065,0.002,0.002,0.172,234000000,0.0022,1782000000,583000000,580000000,29000000,-1785000000,712000000,-97000000,0,615000000,0.1987,3.7251,17.2837,967,14.5286,12.6141,0,0,,10.09401709,0,0.001958042,0.623216783,1,0.002237762,0.0064,0.0033,0.0215,1.142857143,0.625437369,1.313,1.126359833,0.745606695,0.1015,0.2395,0.19320453,0.19320453,0,1.227586207,2.360033031,2.3117,0.703,5.7857,0,0.199160839,0.863764045,11.6071,0.026,2.3117,0.703,7.8636,1.8831,8981212079,7196212079,967,2.5122,12.6141,14.5286,3.7251,2.0129,30.753,10.107,11.7012,0.001,0.0685,0.2395,0.1015,-7.6282,1.313,0,0,0.1362,0.0271,-0.4273,0.042,2.2928,0.0215,0.0064,748000000,3816000000,224000000,0.0033,-0.0751,-0.9496,-0.7273,-0.9184,-0.9063,-0.9032,0,1.8211,0.0148,-0.0248,0.0219,0.0019,1.2802,0.3359,-0.3508,0,0,-0.0143,-0.043,0.004,0,0,0,0.1274,0.0376,Technology,46.6183119,1,19.15280477,32.70178096,-27.90314677,33.7688173
GPRO,1394205000,0.4144,766970000,627235000,187035000,0,128088000,1.07,0,0.4499,0.143,0.1298,0.08,0.05,198920000,0.0919,319929000,102327000,0,108204000,-422256000,96922000,-27210000,0,69712000,0.0531,10.2986,10.5796,59.0841,94.7257,82.0415,68.13229876,51.55454578,0,34.80518631,10.29862362,0.129805158,0.449887212,1,0.091871712,0.2114,0.1998,0.4939,0.707766266,1.519253213,3.181,2.342815407,1.236349795,0,0,0,0,0,,1.431199743,0.9279,0.6674,3.0629,0,0.069517754,0.719258785,13.3477,1.2263,0.9279,0.6674,6.1387,0,7951630664,7529374664,59.0841,5.7033,82.0415,94.7257,10.2986,5.4005,37.8513,77.6849,108.0069,0.0169,0.0088,0,0,-2.1227,3.181,0,0,0.2807,0.0195,-1.5163,-0.0041,12.1572,0.4939,0.2114,564274000,900659000,321961000,0.1998,0.7337,0.9816,0.8949,1.5444,0.9815,0.9574,0,-0.1716,,,0.6118,,,0.648,,,0.6645,,,,,,0,1.0872,-1,Technology,-73.06714597,0,-53.39753992,-13.68301281,-43.0107562,-0.458715145
BW,1486029000,-0.1593,1266996000,219033000,-46656000,492000,-26528000,-4.9,0,0.1474,-0.012,-0.0342,-0.018,-0.0267,-18328000,-0.0179,244970000,1607000,3215000,0,-243362000,-24224000,-15475000,0,-39699000,0.3438,0.0002,0.0004,0,0,11.2317,,,,,0,-0.034160841,0.147394835,1,-0.017851603,-0.0535,-0.0386,-0.0372,,0.979872131,1.739,1.343873056,0.501895142,0.0021,0.0047,0,0.004661954,-103.1789,-7.534681182,2.20939963,-4.4662,0.086,45.1649,0,-0.016301162,,273.9779,-4.8909,-4.4662,0.086,126.5528,0.5927,1003407725,-243201589.6,0,0.0001,11.2317,0,0.0002,-0.1637,13.2694,7.3702,6.1261,-163.3333,-247.484,0.0047,0.0021,13.2782,1.739,-103.1789,0,0,0.0104,-0.4771,0,0,-0.0372,-0.0535,360677000,1256631000,526786000,-0.0386,-0.4982,-1.2055,-1.2432,-1.152,-1.1571,-1.1581,0,-9.25,,,,,,,,,,,,,,,,0.1698,-0.3433,Technology,-45.77,1,-18.59666761,-66.25074379,-93.2758619,-21.04121476
INXN,412377724,-0.0238,168371670.7,244006053.3,94569007.26,34825665.86,42445520.58,0.6174,0,0.5917,0.5024,0.2327,0.1247,-0.2276,171249394.7,0.1029,114572639.2,1997578.693,679893462.5,-92117433.41,,163944309.9,-257794188.9,0,-93849878.93,-0.2106,,,44.2825,0,13.5171,13.90380023,53.70293266,0,17.8010337,4.316969858,0.232734628,0.591705223,1,0.102928743,0.0377,0.0804,0.0529,0.694133719,0.290361545,1.4988,0.548028709,0.538637541,0.4787,1.2876,0.553438964,0.562865765,2.7559,0.241132352,2.689708698,1.6242,-0.551,1.135,0,0.397558598,-0.572449748,4.0853,0.4205,1.6242,-0.551,5.231,6.7355,4404130000,,44.2825,5.5276,13.5171,0,,,,,,0.0226,-0.0556,1.2876,0.4787,,1.4988,2.7559,0,1.5724,0.6251,-3.4247,0.0193,,0.0529,0.0377,41754000,1397223971,1749836562,0.0804,-0.0305,-0.0151,-0.0181,3.522,3.4869,3.399,0,-0.8156,,,-0.0133,,,0.0119,,,-0.0188,,,-0.0313,,0,0,0.1337,0.3579,Technology,10.3587114,1,19.97947398,70.17036814,-6.941582238,60.03436943
INFO,1065100000,0.1236,0,1360600000,353600000,-70900000,165200000,0.92,0,1,0.318,0.224,0.155,0.3773,338700000,0.1551,117700000,0,,1850600000,499300000,421300000,-19400000,0,378800000,-0.0659,3.3077,0,35.4941,11.9962,11.5775,11.44949808,29.19899239,0,15.62023485,2.159209285,0.331987607,1.277438738,1,0.155102807,-4.6145,0.0693,0.0558,0.745151105,0.322757576,0.818,0.802883666,0.232470867,0.132,0.195,0.135181171,0.168001192,12.7725,0.93393926,1.477170994,2.6059,2.515,1.5999,0,0.395549714,0.899121766,6.1006,0.8356,2.6059,2.515,12.0598,2.3868,5506251637,7322151637,35.4941,4.9454,11.5775,11.9962,3.3077,6.5764,21.0165,15.3956,15.9524,0.0282,0.0834,0.195,0.132,0.9386,0.818,12.7725,0,0.0349,0.0149,-0.1551,0.0335,13.2075,0.0558,-4.6145,-92300000,-2101300000,288300000,0.0693,0.2774,0.482,0.4528,0.1851,0.15,0.1392,0,0.061,,,,,,,,,,,,,,,,0.6902,,Technology,13.42105129,1,19.87135663,25.69600175,5.312847473,58.89920157
YY,593859864.4,0.9756,298538747.2,295321117.2,173149015.2,9139005.489,171855343.9,2.9706,0,0.4973,0.0589,0.3467,0.0467,0.2994,216886826,0.2894,76691637.07,696573458.2,395217952.9,28085728.12,,210098643.8,-32300452.05,0,177798191.8,0.3304,,,20.9857,65.2756,5.8365,55.24012444,67.5328155,0,55.68703754,23.26309904,0.346719523,0.497290918,1,0.289387033,0.0393,0.3445,0.6822,0.87340934,0.535986946,0.8032,4.683944366,0.435582518,0.3567,0.7922,0.442021731,0.442021731,22.5301,0.531601974,2.220851062,139.3244,0.744,50.8571,0,0.353784885,0.84626054,393.811,113.9638,139.3244,0.744,330.8371,262.084,6285510000,,20.9857,18.7864,5.8365,65.2756,,,,,,0.0477,0.1563,0.7922,0.3567,,0.8032,22.5301,0,0.1537,0.0544,-2.9407,0.0366,,0.6822,0.0393,4334575000,1034610591,1177070068,0.3445,0.9028,1.2002,1.3395,1.1822,1.0954,1.179,0,0.2907,,1.0457,0.6785,,0,0.7498,,0,0,,,0,,0,0,1.587,0,Technology,-4.887331105,0,-35.05766446,186.5906093,-50.71628432,-14.32976009
NOW,682563000,0.6074,248776000,433787000,-151835000,29059000,-179387000,-1.23,0,0.6355,-0.153,-0.2146,-0.263,0.1268,-104422000,-0.2628,252455000,416336000,443437000,-358583000,-225354000,140937000,-54379000,0,86558000,0.0224,23.5364,31.6153,0,113.9395,71.3947,69.9771784,,0,,23.00664511,-0.214604366,0.635526684,1,-0.262813835,-0.3558,-0.4185,-0.3812,,0.479074955,1.789,1.633070807,0.497941802,0.3112,1.0344,0.508463363,0.508463363,-5.0408,0.317828688,3.323618126,0.9696,0.5955,1.7368,0,0.206482039,0.614160937,4.6958,-1.2341,0.9696,0.5955,2.9491,3.0507,10062155000,9836801000,0,14.7417,71.3947,113.9395,23.5364,14.4116,0,69.7957,113.644,-0.0181,0.0086,1.0344,0.3112,2.1581,1.789,-5.0408,0,0.3858,0.0797,-1.2929,0.2261,0,-0.3812,-0.3558,399989000,1315210000,999195000,-0.4185,0.6103,-1.1637,-1.2913,-1.4338,-1.2778,-1.2778,0,2.2756,,0.5684,-0.0272,,1.9837,-0.2225,,0,0,,,0,,0,0,0.2193,0.0691,Technology,28.46542162,1,-11.57369263,72.33676061,35.16283977,58.32211515
AKAM,1963874000,0.2446,610943000,1352931000,489519000,15463000,333948000,1.87,0,0.6889,0.378,0.2522,0.17,0.1728,742645000,0.17,238650000,519642000,604851000,-1598267000,-153441000,658070000,-318627000,0,339443000,0.0137,3.808,6.3668,33.6684,33.0672,17.0293,17.05661379,33.61135818,0,16.24995367,3.810923321,0.252174529,0.688909268,1,0.170045532,0.2182,0.1134,0.1052,0.696049823,0.490778814,3.78,3.256988542,0.714497427,0.1512,0.2054,0.170371637,0.170371637,32.0274,1.087986959,1.358604709,3.6912,1.904,1.3386,0,0.335087689,0.515815947,11.0157,1.8732,3.6912,1.904,16.5209,3.3927,11206499973,11053058973,33.6684,5.7063,17.0293,33.0672,3.808,5.6282,14.8834,16.7962,32.5623,0.0297,0.0303,0.2054,0.1512,-0.2066,3.78,32.0274,0,0.4842,0.1622,-1.2879,0.0406,26.3747,0.1052,0.2182,928544000,2817840000,2850030000,0.1134,0.2682,0.1804,0.1825,0.1379,0.1333,0.1429,0,0.1172,0.2063,0.1704,0.2047,0.2452,0.0832,0.15,0.211,0.1709,0.1968,0,0.1025,0.121,0,0,0,0.3529,0,Technology,-16.79051215,0,27.47084411,-3.744263417,-6.833428759,46.38196867
MDRX,1377873000,0.0035,831889000,545984000,-39188000,29297000,-66453000,-0.37,0,0.3963,0.098,-0.0282,-0.048,0.0265,135443000,-0.0482,53173000,0,566691000,-188009000,513518000,103496000,-67014000,0,36482000,-0.2231,1.7925,0,0,63.0981,22.2419,22.24187309,,0,21.36921729,1.792484852,-0.028173859,0.396251324,1,-0.048228683,-0.5952,-0.0517,-0.0128,,0.559126821,0.934,0.738047425,0.101986486,0.23,0.4413,0.295705361,0.306168692,-1.3251,0.182632158,1.918931336,0.5741,0.2024,0.295,0,0.075112873,0.352496715,7.6437,-0.3686,0.5741,0.2024,7.1242,3.1437,2301944897,2815462897,0,1.6707,22.2419,63.0981,1.7925,2.0433,20.7871,27.2036,77.174,-0.029,0.0158,0.4413,0.23,3.7914,0.934,-1.3251,0,0.6475,0.0486,-0.3846,0.0285,0,-0.0128,-0.5952,-34183000,774069000,766214000,-0.0517,0.0216,0.6773,0.6929,0.3612,0.3729,0.3729,0,2.0373,0.1145,0.1131,0.0011,0.0597,0.143,-0.2602,0,0,0,0.1268,0.0451,-0.0293,0,-1,0,-0.0593,0.0093,Technology,19.68871329,1,-29.24463048,33.11985164,-35.64752578,0.408997576
LPL,24176042482,-0.0585,20714066785,3461975697,1240309900,196964781.6,826353598.3,2.3093,0.0001,0.1432,0.0002,0.0546,0,0.0061,4511310104,0.0342,2208123646,2969970.401,3881418677,6812712753,,2835598888,-2689332872,0,146266016.1,-0.691,,,6.5604,0.0339,1.2769,0.001654853,0.005678562,0,1.154813923,0.000449196,0.054595657,0.143198611,1,0.034180681,0.0005,0.0791,0.0623,0.735882606,1.151891954,0.0011,0.792566609,0.320061339,0.1849,0.3716,0.22292854,0.270899976,6.7012,0.730557336,2.009115147,9635497.332,428.863,7503307.182,0.0001,0.117289622,0.051582054,82151320.43,2807988.085,9635497.332,428.863,35497516.99,13189241.78,5763800000,,6.5604,0.0002,1.2769,0.0339,,,,,,0.1524,-0.4119,0.3716,0.1849,,0.0011,6.7012,0,0.9484,0.1112,-0.8427,0,,0.0623,0.0005,1.69107E+12,20461134053,15235365128,0.0791,0.0389,0.1397,0.1231,1.0417,1.0413,1.0413,0,0.0035,0.1237,0.0571,0.0289,0.0134,-0.0706,-0.0745,-0.0604,-0.0415,0,0.0738,0.0263,0.0416,0,0,0,0.0175,0.047,Technology,-25.28153679,0,29.90161782,6.350865278,-41.95606109,-14.32099098
